City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Broome,US,42.25,-75.83,34.0,96,1,3.0,clear sky
361,Talnakh,RU,69.49,88.4,-9.4,76,40,2.24,scattered clouds
362,Gamba,GA,-2.65,10.0,77.22,91,48,8.08,light rain
363,Lucea,JM,18.45,-78.17,78.8,88,90,2.24,overcast clouds
364,Goure,NE,13.98,10.27,78.01,24,57,8.99,broken clouds
365,Road Town,VG,18.42,-64.62,81.0,84,65,1.99,broken clouds
366,Tuskegee,US,32.42,-85.69,48.99,100,0,2.95,clear sky
367,Barra Da Estiva,BR,-13.63,-41.33,62.53,98,100,3.06,overcast clouds
368,Suihua,CN,46.64,127.0,29.17,72,0,13.02,clear sky
369,Nagtipunan,PH,16.22,121.6,76.35,82,96,3.67,overcast clouds
370,Port Macquarie,AU,-31.43,152.92,79.0,46,1,1.99,clear sky
371,Severo-Kurilsk,RU,50.68,156.12,41.76,74,0,16.15,clear sky
372,Cairns,AU,-16.92,145.77,91.0,38,66,16.11,broken clouds
373,Victor Harbor,AU,-35.57,138.62,62.01,70,100,4.0,overcast clouds
374,Berlevag,NO,70.86,29.09,42.8,72,0,17.22,clear sky
375,Baraboo,US,43.47,-89.74,59.0,44,1,12.75,clear sky
376,Tura,IN,25.52,90.22,71.55,66,0,1.52,clear sky
377,Wattegama,LK,6.8,81.48,77.0,100,40,1.16,scattered clouds
378,Mwinilunga,ZM,-11.74,24.43,62.6,89,100,2.44,light rain
379,Cabimas,VE,10.39,-71.44,81.28,83,53,12.33,broken clouds
380,Monywa,MM,22.12,95.13,80.31,82,0,3.56,clear sky
381,Lobatse,BW,-25.22,25.67,62.6,88,100,8.05,light rain
382,Tottori,JP,35.5,134.23,53.6,58,40,11.41,scattered clouds
383,Asosa,ET,10.07,34.53,63.84,81,0,4.83,clear sky
384,Yumen,CN,40.28,97.2,43.29,50,70,12.75,broken clouds
385,Alghero,IT,40.56,8.32,54.0,100,99,1.12,fog
386,Nome,US,64.5,-165.41,27.0,79,90,14.99,light snow
387,Deputatskiy,RU,69.3,139.9,-12.93,86,3,1.61,clear sky
388,Kaeo,NZ,-35.1,173.78,70.0,84,100,13.0,light rain
389,Wichian Buri,TH,15.66,101.11,82.99,64,8,12.93,clear sky
390,Shonguy,RU,68.75,33.15,35.6,92,0,4.47,clear sky
391,Mahajanga,MG,-15.72,46.32,73.4,73,20,8.05,few clouds
392,Manta,EC,-0.95,-80.73,73.4,83,20,13.87,few clouds
393,Port Hardy,CA,50.7,-127.42,50.0,100,90,2.24,mist
394,Dzilam Gonzalez,MX,21.28,-88.93,72.59,85,94,8.5,overcast clouds
395,Launceston,AU,-41.45,147.17,66.99,72,80,24.16,broken clouds
396,Coquimbo,CL,-29.95,-71.34,53.6,100,90,4.7,overcast clouds
397,Morondava,MG,-20.28,44.28,75.72,78,0,4.36,clear sky
398,Ankang,CN,32.68,109.02,61.0,33,100,0.98,overcast clouds
399,Chenzhou,CN,25.8,113.03,62.53,64,82,3.22,broken clouds
400,Yerkoy,TR,39.64,34.47,50.09,58,100,4.23,light rain
401,Bonfim,BR,3.08,-59.95,80.67,74,41,4.76,scattered clouds
402,Kampot,KH,10.62,104.18,84.2,62,20,5.82,few clouds
403,Cockburn Town,TC,21.46,-71.14,81.84,77,100,18.37,overcast clouds
404,Poya,NC,-21.35,165.15,78.6,70,100,6.24,light rain
405,Jishou,CN,28.32,109.72,60.44,52,92,2.55,overcast clouds
406,Mmabatho,ZA,-25.85,25.63,62.6,88,100,8.05,overcast clouds
407,Katsuura,JP,35.13,140.3,64.0,36,8,1.99,clear sky
408,Axim,GH,4.87,-2.24,77.4,88,5,3.96,light rain
409,Jijiga,ET,9.35,42.8,57.36,37,0,4.14,clear sky
410,Palauig,PH,15.44,119.9,84.04,67,48,2.06,light rain
411,Namibe,AO,-15.2,12.15,68.07,69,0,9.22,clear sky
412,Santiago Del Estero,AR,-27.8,-64.26,73.85,31,0,10.78,clear sky
413,Raudeberg,NO,61.99,5.14,44.01,87,100,10.29,light rain
414,Zorritos,PE,-3.68,-80.68,68.74,79,76,10.11,broken clouds
415,Guarapari,BR,-20.67,-40.5,68.0,88,40,8.01,scattered clouds
416,Hualmay,PE,-11.1,-77.61,62.33,83,11,7.23,few clouds
417,Gombong,ID,-7.61,109.51,73.99,64,65,3.15,broken clouds
418,Torbay,CA,47.67,-52.73,39.0,93,75,3.36,broken clouds
419,Krasnogorskiy,RU,54.6,61.23,32.5,95,0,7.31,clear sky
420,El Reten,CO,10.61,-74.27,79.0,84,100,5.23,overcast clouds
421,Polczyn-Zdroj,PL,53.76,16.1,44.01,92,65,1.01,light rain
422,Sibu,MY,2.3,111.82,80.6,83,20,3.36,few clouds
423,Jucas,BR,-6.53,-39.53,78.91,68,98,4.54,overcast clouds
424,Hofn,IS,64.25,-15.21,43.38,58,100,1.72,overcast clouds
425,Constitucion,CL,-35.33,-72.42,54.64,71,0,12.97,clear sky
426,Brawley,US,32.98,-115.53,87.8,25,1,1.59,clear sky
427,Roseburg,US,43.22,-123.34,68.0,40,90,0.13,overcast clouds
428,Manacapuru,BR,-3.3,-60.62,80.6,83,20,1.54,few clouds
429,Hirara,JP,24.8,125.28,73.4,60,75,21.92,shower rain
430,Xingyi,CN,24.19,102.82,51.13,89,95,3.2,overcast clouds
431,Bongandanga,CD,1.5,21.05,71.33,99,100,1.41,light rain
432,Kasungu,MW,-13.03,33.48,68.41,57,0,6.51,clear sky
433,Mandera,KE,3.94,41.87,78.85,73,79,9.01,broken clouds
434,Camacupa,AO,-12.02,17.48,63.1,95,94,3.53,overcast clouds
435,Ejido Hermosillo,MX,32.51,-114.92,93.2,13,75,3.36,broken clouds
436,Barcelos,PT,41.54,-8.62,48.2,70,0,5.82,clear sky
437,San Joaquin,US,37.93,-121.3,75.2,27,1,8.05,clear sky
438,Mapiripan,CO,2.89,-72.13,75.34,90,99,3.2,moderate rain
439,Ugoofaaru,MV,5.67,73.0,82.0,71,24,5.59,few clouds
440,Decatur,US,39.84,-88.95,57.2,41,1,11.41,clear sky
441,Glens Falls,US,43.31,-73.64,30.0,73,1,0.56,clear sky
442,Pinega,RU,64.7,43.39,44.26,86,75,10.76,light rain
443,Chifeng,CN,42.27,118.96,42.15,50,1,7.0,clear sky
444,Portsmouth,GB,50.8,-1.09,43.0,100,0,4.29,clear sky
445,Zavodoukovsk,RU,56.5,66.55,27.3,95,0,12.21,clear sky
446,Kamsack,CA,51.57,-101.9,50.0,78,20,5.82,few clouds
447,Hithadhoo,MV,-0.6,73.08,83.26,72,100,7.7,overcast clouds
448,Gobabis,NA,-22.45,18.97,69.51,30,50,8.81,scattered clouds
449,Mundo Nuevo,MX,18.7,-95.5,75.87,70,4,18.54,clear sky
450,Sakakah,SA,29.97,40.21,64.4,63,0,3.36,clear sky
451,Waingapu,ID,-9.66,120.26,88.11,57,25,7.99,scattered clouds
452,Dalianwan,CN,39.03,121.69,57.2,35,20,11.18,few clouds
453,Tiblawan,PH,6.48,126.11,83.64,73,40,1.59,scattered clouds
454,Maykor,RU,59.01,55.88,32.31,91,58,10.74,broken clouds
455,Puerto Escondido,MX,15.85,-97.07,80.6,74,40,3.36,scattered clouds
456,Flin Flon,CA,54.77,-101.86,34.39,95,100,2.06,overcast clouds
457,Locri,IT,38.24,16.26,43.0,28,23,8.08,few clouds
458,Zhoucun,CN,36.82,117.82,58.66,31,0,12.08,clear sky
459,Dzerzhinsk,RU,56.24,43.46,41.0,100,90,4.47,mist
460,Shache,CN,38.42,77.24,36.91,68,0,3.38,clear sky
461,Kalevala,RU,65.2,31.17,41.02,79,99,12.21,overcast clouds
462,Mayor Pablo Lagerenza,PY,-19.93,-60.77,77.11,30,0,5.68,clear sky
463,Karratha,AU,-20.74,116.85,89.19,33,0,7.54,clear sky
464,Puerto Leguizamo,CO,-0.19,-74.78,75.6,86,37,1.79,light rain
465,Aksu,CN,41.12,80.26,38.7,65,3,0.16,clear sky
466,Sao Filipe,CV,14.9,-24.5,78.01,75,100,3.94,overcast clouds
467,Port Moresby,PG,-9.44,147.18,82.4,79,100,11.56,light rain
468,Ende,ID,-8.84,121.66,89.8,48,44,1.7,scattered clouds
469,Lompoc,US,34.64,-120.46,60.8,82,1,8.05,clear sky
470,Olinda,BR,-8.01,-34.86,80.6,78,75,9.17,broken clouds
471,Saint-Augustin,CA,51.23,-58.65,24.93,80,50,11.3,scattered clouds
472,Vezirkopru,TR,41.14,35.45,44.6,65,75,4.7,broken clouds
473,General Roca,AR,-39.03,-67.58,71.6,43,0,12.46,clear sky
474,Dabat,ET,12.98,37.77,52.47,66,0,4.52,clear sky
475,Lindas,NO,60.74,5.16,45.0,95,100,1.99,heavy intensity rain
476,Touros,BR,-5.2,-35.46,80.6,78,40,10.29,scattered clouds
477,Gimli,CA,50.63,-96.99,44.6,80,0,2.24,clear sky
478,Arica,CL,-18.48,-70.3,66.0,67,96,1.01,overcast clouds
479,Sao Joao Da Barra,BR,-21.64,-41.05,70.65,74,48,12.26,scattered clouds
480,Novikovo,RU,51.15,37.89,44.38,92,0,1.39,clear sky
481,Roma,US,43.21,-75.46,30.99,80,40,3.36,scattered clouds
482,Yarovoye,RU,52.93,78.58,27.99,95,100,10.56,overcast clouds
483,Northam,GB,51.03,-4.22,39.0,91,2,6.55,clear sky
484,Kapit,MY,2.02,112.93,87.26,66,51,1.32,broken clouds
485,Bage,BR,-31.33,-54.11,52.39,92,0,10.63,clear sky
486,Tuscaloosa,US,33.21,-87.57,51.8,71,1,1.07,clear sky
487,Sochi,RU,43.6,39.73,57.0,71,40,6.71,scattered clouds
488,Monrovia,LR,6.3,-10.8,79.2,87,15,8.52,few clouds
489,Gore,NZ,-46.1,168.94,74.62,49,7,4.88,clear sky
490,Promyshlennaya,RU,54.92,85.64,26.6,92,90,11.18,overcast clouds
491,Narrabri,AU,-30.32,149.78,80.6,32,0,10.29,clear sky
492,Bereda,ES,43.27,-7.54,41.0,100,39,1.01,scattered clouds
493,Mnogovershinnyy,RU,53.94,139.92,15.6,94,100,20.11,overcast clouds
494,Hwange,ZW,-18.37,26.5,69.06,77,100,1.01,overcast clouds
495,Palasa,IN,18.77,84.42,79.57,76,2,4.65,clear sky
496,Bokhan,RU,53.15,103.77,27.09,97,100,2.21,light snow
497,Port Stanley,FK,-51.7,-57.85,44.6,93,90,5.82,overcast clouds
498,Dano,BF,11.15,-3.07,78.51,35,93,3.8,overcast clouds
499,Huandacareo,MX,19.98,-101.28,64.4,48,5,2.77,clear sky
500,Labelle,US,26.76,-81.44,64.99,88,90,4.7,overcast clouds
501,Makakilo City,US,21.35,-158.09,87.8,58,40,8.05,scattered clouds
502,Colombia,CU,20.99,-77.43,75.2,94,75,10.29,light rain
503,Oistins,BB,13.07,-59.53,80.6,74,40,18.34,scattered clouds
504,Aklavik,CA,68.22,-135.01,5.0,84,100,4.7,overcast clouds
505,Dongsheng,CN,39.82,109.98,42.48,53,0,13.15,clear sky
506,Kyren,RU,51.68,102.14,30.02,87,99,0.4,overcast clouds
507,Lokosovo,RU,61.13,74.82,27.23,97,100,12.93,light snow
508,Phonhong,LA,18.5,102.42,77.0,73,75,2.24,broken clouds
509,Farafangana,MG,-22.82,47.83,70.97,83,98,9.84,overcast clouds
510,Caravelas,BR,-17.71,-39.25,68.92,84,89,5.12,overcast clouds
511,Adeje,ES,28.12,-16.73,70.0,68,20,12.75,few clouds
512,Chandbali,IN,20.78,86.77,77.02,55,6,7.99,clear sky
513,Samarai,PG,-10.62,150.67,81.93,80,62,12.19,light rain
514,Banos,EC,-1.4,-78.42,52.0,80,70,1.99,broken clouds
515,Schwarzenbek,DE,53.5,10.48,44.01,78,0,1.01,clear sky
516,Villacarrillo,ES,38.12,-3.08,57.0,76,100,1.21,overcast clouds
517,Anadyr,RU,64.75,177.48,6.8,77,0,4.47,clear sky
518,Amnat Charoen,TH,15.92,104.75,76.08,75,19,16.58,few clouds
519,Taylorville,US,39.55,-89.29,59.0,54,1,13.87,clear sky
520,Sivac,RS,45.7,19.38,53.6,100,37,6.93,scattered clouds
521,Carlsbad,US,33.16,-117.35,66.99,93,1,4.7,clear sky
522,Benalla,AU,-36.55,145.98,75.0,49,100,5.82,light rain
523,Los Llanos De Aridane,ES,28.66,-17.92,71.6,68,40,13.87,scattered clouds
524,Port Augusta,AU,-32.5,137.77,62.6,77,90,17.22,overcast clouds
525,Batemans Bay,AU,-35.72,150.18,80.01,52,90,5.01,overcast clouds
526,Teya,RU,60.38,92.63,17.49,94,100,5.5,overcast clouds
527,Chaplygin,RU,53.24,39.96,44.01,87,0,2.8,clear sky
528,Kurunegala,LK,7.49,80.36,77.0,88,0,3.36,clear sky
529,Zuenoula,CI,7.43,-6.04,71.19,95,0,2.89,clear sky
530,Nizhniy Kuranakh,RU,58.84,125.49,11.1,94,100,4.92,light snow
531,Morrovalle,IT,43.32,13.59,59.0,91,19,2.71,few clouds
532,Barstow,US,34.9,-117.02,80.6,14,1,3.36,clear sky
533,Romny,UA,50.75,33.47,42.84,92,0,3.62,clear sky
534,Abha,SA,18.22,42.51,55.4,93,0,0.85,clear sky
535,Solone,UA,48.21,34.87,46.4,87,75,13.42,broken clouds
536,Razole,IN,16.48,81.83,78.91,82,3,4.29,clear sky
537,Griffith,US,41.53,-87.42,60.8,47,1,11.41,clear sky
538,Neuquen,AR,-38.95,-68.06,71.6,43,0,20.38,clear sky
539,Bilibino,RU,68.05,166.44,-10.97,81,0,2.75,clear sky
540,Puerto Del Rosario,ES,28.5,-13.86,69.8,88,75,20.8,broken clouds
541,Charagua,BO,-19.8,-63.22,70.11,32,0,1.34,clear sky
542,Am Timan,TD,11.03,20.28,79.66,39,70,6.67,broken clouds
543,Santander,ES,43.46,-3.8,50.0,93,75,9.17,broken clouds
544,Saint-Georges,GD,12.06,-61.75,80.6,78,20,11.41,few clouds
545,Anloga,GH,5.79,0.9,80.6,88,20,3.36,few clouds
546,Pandan,PH,14.05,124.17,77.74,91,100,4.14,moderate rain
547,Trairi,BR,-3.28,-39.27,80.37,77,100,9.71,overcast clouds
548,Foligno,IT,42.94,12.7,59.0,100,89,1.81,overcast clouds
549,Makat,KZ,47.65,53.35,55.44,38,98,17.94,overcast clouds
550,Vermillion,US,42.78,-96.93,62.6,36,1,4.7,clear sky
551,Flinders,AU,-34.58,150.86,78.01,60,91,5.01,overcast clouds
552,Popondetta,PG,-8.75,148.25,91.15,55,98,3.31,light rain
553,Boguchany,RU,58.38,97.45,24.73,96,100,5.97,overcast clouds
554,Tanout,NE,14.97,8.89,75.58,20,100,13.0,overcast clouds
555,Orsk,RU,51.2,58.57,28.4,92,90,6.71,fog
556,Tondano,ID,1.3,124.91,87.8,58,20,2.24,few clouds
557,Konstantinovka,RU,49.62,127.98,27.36,87,0,8.19,clear sky
558,Vila Velha,BR,-20.33,-40.29,68.0,88,40,6.8,scattered clouds
559,Manggar,ID,-2.88,108.27,85.15,69,62,8.95,broken clouds
560,Gambela,ET,8.25,34.58,71.65,75,0,4.56,clear sky
561,Batetskiy,RU,58.65,30.3,42.08,95,15,6.4,few clouds
562,Lerwick,GB,60.15,-1.15,44.6,81,100,23.04,light rain
563,Eastbourne,GB,50.77,0.28,41.0,84,3,3.0,clear sky
564,Vila Do Maio,CV,15.13,-23.22,75.2,88,0,6.93,clear sky
565,Rozivka,UA,46.94,35.77,48.81,92,51,8.08,broken clouds
566,Varkaus,FI,62.32,27.87,46.4,87,90,8.05,overcast clouds
567,Ponta Delgada,PT,37.73,-25.67,59.0,77,75,5.82,broken clouds
568,Inuvik,CA,68.35,-133.72,5.0,84,97,4.7,overcast clouds
569,Almaznyy,RU,48.04,40.05,51.8,100,20,11.18,few clouds
570,Talas,TR,38.69,35.55,50.0,81,90,6.93,overcast clouds
571,Ntoum,GA,0.38,9.78,80.6,88,75,6.93,thunderstorm
572,Asfi,MA,32.3,-9.24,65.68,81,65,8.08,broken clouds
573,High Level,CA,58.52,-117.14,15.8,92,90,10.29,light snow
574,Lumphat,KH,13.49,106.98,80.02,70,32,2.04,scattered clouds
575,Erzin,TR,36.96,36.2,60.8,100,75,4.7,broken clouds
576,Abulug,PH,18.45,121.45,77.58,82,100,17.69,light rain
577,Garhakota,IN,23.77,79.15,64.78,36,0,4.05,clear sky
578,Vila Franca Do Campo,PT,37.72,-25.43,59.0,77,75,5.82,broken clouds
579,Tamandare,BR,-8.76,-35.1,77.38,82,4,9.82,clear sky
580,Port-Gentil,GA,-0.72,8.78,79.36,83,5,8.77,light rain
581,Tromso,NO,69.65,18.96,44.6,72,20,31.09,few clouds
582,Ormara,PK,25.21,64.64,71.47,43,0,4.88,clear sky
583,Effingham,US,32.37,-81.33,53.6,76,1,3.49,clear sky
584,Wajima,JP,37.4,136.9,44.6,93,75,4.7,shower rain
585,Altay,CN,47.87,88.12,31.55,88,100,0.81,overcast clouds
586,Chengde,CN,40.97,117.94,41.09,50,0,0.78,clear sky
587,Seymchan,RU,62.88,152.43,5.77,93,100,14.2,snow
588,Anshun,CN,26.25,105.93,47.61,69,100,5.46,overcast clouds
589,Kruisfontein,ZA,-34.0,24.73,66.0,94,100,1.01,overcast clouds
590,Ziro,IN,27.63,93.83,53.29,100,24,0.58,few clouds
591,Grand-Santi,GF,4.25,-54.38,73.94,96,81,2.26,broken clouds
592,Angoche,MZ,-16.23,39.91,75.54,79,7,6.98,clear sky
593,Toro,CO,4.61,-76.08,67.08,87,58,2.42,broken clouds
594,Grants,US,35.15,-107.85,53.6,40,40,5.82,scattered clouds
595,Atbasar,KZ,51.8,68.33,26.91,94,0,6.6,clear sky
596,Soanierana Ivongo,MG,-16.92,49.58,69.71,76,97,3.44,overcast clouds
597,Shitanjing,CN,39.23,106.34,46.8,44,0,8.5,clear sky
598,Torit,SS,4.41,32.57,72.5,61,6,2.84,clear sky
599,Altamira,BR,-3.2,-52.21,74.48,92,87,1.99,overcast clouds
600,Dengfeng,CN,34.46,113.03,55.99,38,89,4.79,overcast clouds
601,Rock Sound,BS,24.9,-76.2,77.32,79,100,29.39,overcast clouds
602,Imeni Babushkina,RU,59.76,43.13,42.19,91,100,10.13,moderate rain
603,Malangwa,NP,26.86,85.56,67.1,60,0,5.97,clear sky
604,El Sauzal,MX,31.9,-116.68,61.0,91,80,2.44,broken clouds
605,Biak,ID,-0.91,122.88,82.98,68,100,3.31,light rain
606,Tautira,PF,-17.73,-149.15,84.2,62,75,16.11,broken clouds
607,Auki,SB,-8.77,160.7,86.58,64,100,2.28,overcast clouds
608,Fort Nelson,CA,58.81,-122.7,10.4,85,90,5.82,light snow
609,Formosa Do Rio Preto,BR,-11.05,-45.19,71.98,91,100,1.88,moderate rain
610,Ivaipora,BR,-24.25,-51.68,60.15,63,0,5.01,clear sky
611,Hay River,CA,60.82,-115.8,15.8,72,98,9.17,overcast clouds
612,Kidal,ML,18.44,1.41,74.64,20,96,10.65,overcast clouds
613,Nova Olinda Do Norte,BR,-3.89,-59.09,81.25,69,29,1.92,scattered clouds
614,Ambon,ID,-3.7,128.18,79.65,84,100,12.12,light rain
615,Labuhan,ID,-6.88,112.21,85.21,68,57,7.83,broken clouds
616,Inisa,NG,7.85,4.33,73.06,93,100,1.28,light rain
617,Kibre Mengist,ET,5.88,38.98,54.19,95,100,2.98,overcast clouds
618,Havelock,US,34.88,-76.9,50.0,87,1,2.26,clear sky
619,Port Blair,IN,11.67,92.75,83.35,74,5,6.31,clear sky
620,Kamenka,RU,51.32,42.77,42.78,83,99,4.56,overcast clouds
621,Paris,FR,48.85,2.35,42.01,93,0,2.24,clear sky
622,Acari,PE,-15.43,-74.62,63.93,72,41,2.8,scattered clouds
623,Sao Felix Do Xingu,BR,-6.64,-51.99,72.3,96,100,1.16,overcast clouds
624,Ketchikan,US,55.34,-131.65,42.8,69,1,5.82,clear sky
625,Outram,MY,1.28,103.84,77.0,94,75,3.36,moderate rain
626,Ofaqim,IL,31.31,34.62,65.03,70,28,8.01,scattered clouds
627,Tete,MZ,-16.16,33.59,82.4,69,75,5.82,broken clouds
628,Baker City,US,44.77,-117.83,55.4,32,1,5.82,clear sky
629,Harper,LR,4.38,-7.72,78.01,89,15,7.14,light rain
630,Seoul,KR,37.57,126.98,42.8,28,0,8.05,clear sky
631,Kirakira,SB,-10.45,161.92,84.88,70,100,7.94,overcast clouds
632,Coahuayana,MX,18.73,-103.68,77.0,69,20,9.17,few clouds
633,Urumqi,CN,43.8,87.6,39.2,44,0,6.71,clear sky
634,Kon Tum,VN,14.35,108.0,75.47,66,100,2.06,overcast clouds
635,Aitape,PG,-3.14,142.35,86.31,73,89,6.4,overcast clouds
636,Katangli,RU,51.71,143.23,27.46,87,83,14.05,broken clouds
637,Ahipara,NZ,-35.17,173.17,67.71,75,100,13.47,light rain
638,Glyadyanskoye,RU,54.91,65.09,26.44,95,0,9.48,clear sky
639,Sakaiminato,JP,35.55,133.23,59.0,44,40,20.8,scattered clouds
640,Valparaiso,CL,-33.04,-71.63,51.8,100,90,8.05,overcast clouds
641,Albi,FR,43.93,2.15,48.2,100,90,6.93,overcast clouds
642,Champerico,GT,14.3,-91.92,70.0,95,100,3.44,overcast clouds
643,Torrington,US,41.8,-73.12,30.99,76,0,2.77,clear sky
644,Gorontalo,ID,0.54,123.06,89.28,55,27,5.06,scattered clouds
645,Malanje,AO,-9.54,16.34,65.17,98,100,2.75,light rain
646,Saint-Pierre,RE,-21.34,55.48,68.0,56,20,6.93,few clouds
647,Itaqui,BR,-29.13,-56.55,62.38,74,0,13.31,clear sky
648,Salalah,OM,17.02,54.09,69.8,52,0,4.7,clear sky
649,Faya,SA,18.39,42.45,55.4,93,0,1.3,clear sky
650,Trail,CA,49.1,-117.7,42.8,93,100,5.82,overcast clouds
651,San Policarpo,PH,12.18,125.51,81.93,80,100,7.2,overcast clouds
652,Shatsk,RU,54.03,41.71,40.75,94,0,2.33,clear sky
653,Goksun,TR,38.02,36.5,57.2,93,75,8.05,moderate rain
654,Sestri Levante,IT,44.27,9.4,60.01,99,100,3.18,overcast clouds
655,Martil,MA,35.62,-5.28,60.8,93,98,3.36,overcast clouds
656,Petukhovo,RU,55.07,67.9,28.24,92,5,12.19,clear sky
657,Rawah,IQ,34.48,41.91,65.66,47,0,9.13,clear sky
658,Esil,KZ,51.96,66.4,29.73,93,7,6.71,clear sky
659,Codrington,AU,-38.27,141.97,55.38,84,99,16.49,overcast clouds
660,Zvenyhorodka,UA,49.08,30.97,42.87,95,6,4.65,clear sky
661,Rexburg,US,43.83,-111.79,53.6,27,1,4.03,clear sky
662,Brufut,GM,13.38,-16.75,77.0,94,5,9.98,clear sky
663,Yantikovo,RU,55.82,47.91,32.0,87,90,6.71,fog
664,Urusha,RU,54.05,122.9,20.48,83,99,4.9,overcast clouds
665,Lixourion,GR,38.2,20.43,65.66,80,100,7.85,overcast clouds
666,Bisho,ZA,-32.85,27.44,60.44,80,26,3.56,scattered clouds
667,Ukiah,US,39.15,-123.21,69.8,22,1,2.8,clear sky
668,Jacareacanga,BR,-6.22,-57.75,74.71,91,84,0.36,moderate rain
669,Olavarria,AR,-36.89,-60.32,58.41,79,100,14.58,overcast clouds
670,Portland,US,45.52,-122.68,59.0,93,90,5.82,overcast clouds
671,Goes,NL,51.5,3.89,46.0,92,16,5.01,few clouds
672,Dimbokro,CI,6.65,-4.7,72.91,97,11,3.06,few clouds
673,Ostrovnoy,RU,68.05,39.51,37.29,84,79,12.95,broken clouds
674,Lakhdenpokhya,RU,61.52,30.2,46.0,92,5,8.7,clear sky
675,Chandler,US,33.31,-111.84,86.0,16,40,4.7,scattered clouds
676,Omsukchan,RU,62.53,155.8,14.95,94,100,7.4,light snow
677,Gizo,SB,-8.1,156.84,85.12,73,100,10.45,moderate rain
678,Hongjiang,CN,27.11,110.0,58.95,65,100,2.35,overcast clouds
679,Simpang,ID,-1.27,104.08,82.4,82,100,0.22,light rain
680,Te Anau,NZ,-45.42,167.72,64.53,68,72,6.8,broken clouds
681,Taltal,CL,-25.4,-70.48,56.23,77,27,3.94,scattered clouds
682,Mackay,AU,-21.15,149.2,82.99,51,12,11.41,few clouds
683,Ocampo,MX,21.65,-101.5,47.07,83,0,8.39,clear sky
684,Sal Rei,CV,16.18,-22.92,75.2,83,75,11.41,broken clouds
685,Whitianga,NZ,-36.83,175.7,71.01,79,98,8.01,light rain
686,Odda,NO,60.07,6.55,46.0,86,100,1.01,overcast clouds
687,Petropavlovka,RU,50.61,105.32,30.11,86,93,1.3,overcast clouds
688,Constantine,DZ,36.37,6.61,53.6,66,0,2.35,clear sky
689,Lichuan,CN,30.3,108.85,48.31,67,98,1.97,overcast clouds
690,Soyo,AO,-6.13,12.37,77.74,88,38,9.44,scattered clouds
691,Camacha,PT,33.08,-16.33,64.4,63,40,14.99,scattered clouds
692,Agadir,MA,30.42,-9.6,59.0,87,0,4.7,clear sky
693,Guaira,BR,-20.32,-48.31,68.04,49,0,3.58,clear sky
694,Biu,NG,10.61,12.19,72.21,39,0,8.48,clear sky
695,Ulmu,RO,44.95,27.32,44.8,78,3,7.65,clear sky
696,Dustlik,UZ,40.52,68.04,41.85,60,0,2.68,clear sky
697,Grove City,US,39.88,-83.09,51.01,77,1,6.93,clear sky
698,Hobyo,SO,5.35,48.53,79.84,82,100,9.66,moderate rain
699,Charters Towers,AU,-20.1,146.27,87.22,29,0,10.67,clear sky
700,Coolum Beach,AU,-26.53,153.1,75.0,62,39,3.0,scattered clouds
701,La Primavera,CO,5.49,-70.41,76.48,91,36,4.85,light rain
702,Calama,CL,-22.47,-68.93,57.2,24,0,9.17,clear sky
703,Oktyabrskiy,RU,54.48,53.47,35.62,85,3,3.65,clear sky
704,Naxos,GR,37.11,25.38,66.2,72,100,12.75,overcast clouds
705,Jaque,PA,7.52,-78.17,77.11,83,40,8.43,scattered clouds
706,Mabama,TZ,-5.13,32.53,69.8,68,20,5.82,few clouds
707,Sand,DE,50.0,10.6,48.0,86,100,4.65,light rain
708,Chuncheng,CN,22.17,111.79,73.92,59,28,6.13,scattered clouds
709,Aldan,RU,58.6,125.39,8.96,95,100,4.23,light snow
710,Santa Cruz,BO,-17.8,-63.17,77.0,53,0,6.93,clear sky
711,Conde,BR,-7.26,-34.91,78.8,83,75,6.93,broken clouds
712,Sur,OM,22.57,59.53,67.41,43,0,3.49,clear sky
713,Rocha,UY,-34.48,-54.33,51.24,92,0,5.12,clear sky
714,Kutum,SD,14.2,24.67,67.08,29,2,13.58,clear sky
715,Jardim De Piranhas,BR,-6.38,-37.35,80.13,62,40,12.8,scattered clouds
716,Lagoa,PT,39.05,-27.98,61.16,68,89,17.43,overcast clouds
717,Nha Trang,VN,12.25,109.18,86.0,62,40,9.17,scattered clouds
718,Gornopravdinsk,RU,60.05,69.9,28.33,94,100,12.86,overcast clouds
719,Sioux Lookout,CA,50.1,-91.92,33.8,94,5,3.42,clear sky
720,Omboue,GA,-1.57,9.26,76.42,91,48,4.56,light rain
721,Neiafu,TO,-18.65,-173.98,80.6,74,40,12.75,scattered clouds
722,Bara,NG,10.37,10.73,78.42,32,19,9.6,few clouds
723,Salamiyah,SY,35.01,37.05,61.48,80,100,8.57,overcast clouds
724,Pringsewu,ID,-5.36,104.97,83.41,70,100,4.23,overcast clouds
725,Rundu,NA,-17.93,19.77,67.01,80,39,3.53,scattered clouds
726,Toba,JP,34.48,136.85,57.0,60,0,8.01,clear sky
727,Grindavik,IS,63.84,-22.43,44.6,93,90,24.16,light rain
728,Kathu,TH,7.92,98.33,84.0,100,75,3.36,light rain
729,Pacific Grove,US,36.62,-121.92,57.0,87,40,5.82,scattered clouds
730,Ipixuna,BR,-1.76,-48.8,77.0,88,20,8.05,moderate rain
